-18.75,-2693.56,-44.3,-6573.59,-4128.53
-18.5,-4198.31,5994.12,5.12,2437.21
-18.25,2774.97,69.01,6653.59,4128.53
-18.0,4168.5,-6124.25,-34.06,-973.36
-17.75,-1302.07,-146.36,-6406.72,-5994.06
-17.5,-6245.36,6144.01,-729.58,974.23
-17.25,1315.52,195.67,6460.61,5981.84
-17.0,6245.46,-6543.78,484.58,-309.98
-16.75,-218.83,-202.69,-4866.49,-7020.26
-16.5,-8013.03,6497.6,-2626.67,109.61
-16.25,275.03,218.83,4899.36,7127.11
-16.0,8019.12,-6734.28,1299.61,-1194.49
-15.75,-1359.38,-434.78,-3061.85,-5780.62
-15.5,-8371.3,6694.53,-4001.52,-844.02
-15.25,1100.03,426.63,3162.64,5787.0
-15.0,8365.31,-6144.04,2167.52,-621.71
-14.75,-2560.5,-2359.2,-1363.7,-3929.97
-14.5,-6612.98,6170.48,-5201.33,-2536.82
-14.25,-1307.87,2269.08,1079.02,3835.95
-14.0,6583.04,-5771.66,4694.56,833.49
-13.75,-330.36,-5006.95,-1433.15,-1110.83
-13.5,-3678.56,5751.87,-4047.9,-4115.46
-13.25,-3770.03,5023.16,-1150.78,1230.93
-13.0,3685.53,-4831.0,4106.46,2166.93
-12.75,1683.24,-7732.02,-993.69,-347.83
-12.5,-970.12,4824.46,-1070.9,-1830.46
-12.25,-6277.55,7805.93,-5263.85,-3480.15
-12.0,133.05,-6070.16,976.05,1560.5
-11.75,5670.16,-9754.31,2826.76,1256.62
-11.5,-1298.17,6427.31,2820.65,2277.44
-11.25,-2289.61,9713.64,-7340.2,-7367.07
-11.0,-4250.13,-8630.04,-4617.66,-2307.37
-10.75,2299.46,-8642.1,4391.11,4502.05
-10.5,1025.25,5125.62,5499.66,6442.86
-10.25,4021.27,8601.09,401.36,-6274.63
-10.0,-7725.36,-7699.32,-10084.11,-8075.68
-9.75,-2672.33,-4413.53,-601.3,3337.15
-9.5,3540.15,-434.13,6146.8,7376.11
-9.25,5744.86,4301.42,7763.05,3448.1
-9.0,-80.14,-241.07,-7063.24,-9538.45
-8.75,-9434.15,-1622.89,-10805.56,-5709.79
-8.5,-1567.47,-8037.69,2259.08,4792.11
-8.25,4934.22,140.03,12156.1,10961.93
-8.0,10527.6,10556.23,5501.11,-104.48
-7.75,-5448.21,-3753.54,-12742.15,-14792.49
-7.5,-14324.64,-2406.46,-10732.2,-5622.61
-7.25,-2952.33,-9240.63,3327.25,10183.84
-7.0,13577.84,5634.1,14236.71,11423.5
-6.75,10592.59,2847.97,6120.91,-2097.57
-6.5,-12352.97,4916.11,-17621.34,-19201.05
-6.25,-21614.12,-11561.59,-20753.1,-12711.98
-6.0,1612.81,-6039.24,9252.14,15845.84
-5.75,22299.02,9928.0,23484.58,19273.96
-5.5,10998.59,-3607.51,6436.28,-2024.11
-5.25,-15659.17,10001.98,-22234.67,-24200.72
-5.0,-25255.01,-2630.2,-21722.13,-12321.67
-4.75,2613.27,-9927.88,9611.27,14181.49
-4.5,22462.12,-10128.68,20352.42,17014.67
-4.25,15585.12,4846.19,13695.84,8551.45
-4.0,-2983.04,22468.66,-8903.73,-14165.02
-3.75,-23200.0,-1211.82,-19177.61,-14962.1
-3.5,-10603.95,-18356.15,-5413.24,-158.82
-3.25,10262.95,-17480.59,6776.9,6404.42
-3.0,10180.65,3269.04,6997.3,4601.55
-2.75,3512.07,24335.97,1061.18,834.13
-2.5,-5141.22,15544.89,-897.89,-1091.02
-2.25,-10770.74,-1392.09,-7094.24,-7260.02
-2.0,-6359.14,-23896.72,-7604.07,-6615.63
-1.75,-26.46,-19835.05,-2184.62,-1513.52
-1.5,1789.92,12759.09,954.88,3033.01
-1.25,6448.25,22332.41,6978.96,6228.75
-1.0,4063.55,-825.21,2821.6,-330.11
-0.75,-4729.7,-12054.21,-5475.69,-5471.46
-0.5,-9690.37,-11476.29,-5663.65,-4828.73
-0.25,-9413.0,-13552.12,-8330.49,-7090.94
0.0,-1994.97,-2779.38,-3683.85,-2030.77
0.25,4177.65,1753.56,4872.83,6137.99
0.5,8110.62,4880.44,10073.61,11609.47
0.75,16650.16,11948.37,17334.76,14643.8
1.0,13847.73,7143.01,10100.45,7751.61
1.25,3698.0,9355.65,3877.12,3370.69
1.5,2245.68,15013.85,3616.74,2430.03
1.75,371.49,4981.75,-1210.74,-2644.54
2.0,-5633.33,-5982.24,-4905.83,-5562.61
2.25,-8897.17,-10163.07,-8831.4,-9202.4
2.5,-8446.85,-1810.94,-9597.3,-8298.45
2.75,-5035.26,-14527.52,-9850.28,-10416.72
3.0,-10758.11,-7060.88,-7637.5,-3574.7
3.25,-1037.82,11778.18,4631.64,8034.83
3.5,13870.46,-8837.3,8360.94,2835.55
3.75,748.06,-8800.54,-1535.63,-397.88
4.0,-1964.31,21249.7,3530.26,7849.66
4.25,8518.13,5925.88,11665.47,6985.98
4.5,2734.69,-19511.57,-3845.2,-6779.26
4.75,-10129.26,14417.14,-11129.96,-6403.07
5.0,-5091.92,9825.61,4427.6,5009.82
5.25,7715.27,-24984.2,2425.43,-2608.84
5.5,-5638.14,7468.88,-12211.18,-12007.07
5.75,-12212.81,9889.59,-2367.88,4736.88
6.0,16982.35,-13459.82,16954.87,13096.61
6.25,11139.92,7192.53,209.12,-4825.08
6.5,-16602.08,10523.15,-9382.64,-1645.72
6.75,7376.2,-14810.45,14293.56,14760.11
7.0,15413.36,-4338.65,3333.64,-5632.28
7.25,-12378.73,20110.34,-14676.53,-9386.77
7.5,-2220.79,-6186.19,10172.73,15803.02
7.75,15184.67,-1876.89,11417.9,2041.94
8.0,-5316.14,5798.28,-13340.57,-13868.29
8.25,-8790.08,2335.53,-2390.9,6023.88
8.5,9564.86,-3887.33,14714.97,10750.49
8.75,2863.16,2623.77,-4240.74,-8717.35
9.0,-5943.31,6224.42,-8086.75,-4869.14
9.25,-12.89,-6784.01,7964.86,11229.15
9.5,9146.0,2663.83,5200.41,897.44
9.75,-5331.05,6775.27,-6550.58,-5162.32
10.0,-2093.89,-126.39,-964.52,1158.7
10.25,6937.54,-9385.47,8674.04,5208.51
10.5,-149.51,6629.56,-2764.51,-3940.49
10.75,-5356.35,9599.53,-2872.4,-196.24
11.0,2515.87,-4991.46,2865.95,5916.45
11.25,7461.73,-9144.85,4713.93,-1976.83
11.5,-5539.82,5244.41,-5479.18,-3386.62
11.75,-2700.72,9062.16,2.69,2831.51
12.0,4859.55,-5914.15,6366.07,4518.93
12.25,2801.51,-8305.54,-2923.52,-6333.55
12.5,-7990.48,6106.41,-4676.32,-2308.53
12.75,-98.16,8247.72,1821.13,4842.49
13.0,6603.67,-8676.04,5034.6,2802.08
13.25,885.01,-5842.34,-4238.78,-7635.28
13.5,-8657.62,8591.0,-3724.26,-1004.96
13.75,293.95,3161.87,3703.99,7553.75
14.0,8765.0,-9483.36,4534.07,864.5
14.25,-1331.14,-741.2,-6393.63,-8049.63
14.5,-7541.19,8847.57,-2231.05,-115.81
14.75,1271.73,-841.97,6251.34,7773.55
15.0,6621.28,-8684.05,1186.58,-2651.29
15.25,-3426.78,1953.33,-7716.54,-6090.51
15.5,-4712.98,6991.85,312.28,2440.2
15.75,3439.07,-1930.52,7622.22,5111.64
16.0,3770.84,-6962.17,-995.99,-3539.28
16.25,-4636.87,1898.22,-7324.16,-3320.11
16.5,-1948.94,5994.76,1030.13,3278.63
16.75,4473.11,-2036.53,6213.01,2357.37
17.0,1070.94,-5541.36,-1900.6,-4355.3
17.25,-5529.17,1302.59,-5133.46,-967.33
17.5,625.26,5686.8,2017.1,3872.04
17.75,4786.39,-1137.46,4232.39,950.8
18.0,-691.95,-5368.19,-3488.75,-5077.1
18.25,-5392.49,1833.54,-2464.12,628.29
18.5,2900.45,5237.39,4092.14,5794.56
18.75,5103.07,-1898.51,2527.84,-171.25
19.0,-1887.26,-4078.83,-4413.39,-5505.38
19.25,-4537.85,1920.55,-918.56,1368.87
19.5,2351.34,4094.8,4293.63,5355.4
19.75,4574.28,-1318.47,1790.05,-1298.25
20.0,-2263.37,-3266.51,-4665.19,-4206.23
20.25,-3567.37,848.05,-333.06,1506.22
20.5,2443.69,3627.41,4756.48,4059.16
20.75,3427.62,-242.16,184.17,-1544.67
21.0,-2403.24,-3248.26,-4764.47,-2425.91
21.25,-1857.75,266.76,1428.64,1052.12
21.5,1926.85,4071.32,4299.4,2594.86
21.75,1984.19,13.36,-1370.24,158.7
22.0,-828.6,-3615.59,-2828.12,-1546.28
22.25,-1089.66,40.8,1963.88,-167.49
22.5,938.06,4838.91,2897.91,1519.26
22.75,966.19,-24.53,-2052.9,114.07
23.0,-957.93,-3910.88,-1856.29,-618.05
23.25,-58.06,-79.11,1653.68,-587.98
23.5,393.77,3968.17,1803.55,1114.38
23.75,713.65,60.96,-922.89,516.16
24.0,-382.83,-3735.21,-762.71,-346.21
24.25,659.75,948.65,1304.87,-219.69
24.5,125.5,3664.4,785.93,875.98
24.75,707.16,-918.16,102.23,876.54
25.0,-111.61,-2669.19,168.02,-286.54
25.25,269.19,1613.11,242.36,-540.82
25.5,204.48,2742.23,-192.4,171.43
25.75,421.81,-1561.18,553.74,1333.47
26.0,-184.69,-1564.83,684.41,3.78
26.25,454.18,1542.26,-24.93,-625.52
26.5,235.49,1564.72,-593.2,23.08
26.75,-533.24,-474.28,-109.62,501.63
27.0,-245.27,-1336.75,624.3,-681.62
27.25,87.98,495.23,-442.88,337.77
27.5,991.45,1350.02,149.28,690.68
27.75,-156.86,-94.01,353.43,-318.08
28.0,-996.94,-1321.07,-85.02,-713.47
28.25,110.02,-61.47,-396.34,310.6
28.5,1057.81,1401.75,98.4,660.39
28.75,-111.11,103.79,1204.29,563.92
29.0,-344.2,-1326.59,-17.18,-602.06
29.25,175.4,402.91,-1138.84,-524.0
29.5,326.24,1262.34,13.1,556.28
29.75,-144.74,-458.09,1695.29,1022.99
30.0,139.4,-1202.3,-30.83,-565.59
30.25,114.8,794.09,-1695.19,-1031.87
30.5,-191.85,1143.71,-12.84,547.94
30.75,-114.77,-851.45,1581.35,776.9
31.0,1007.94,-643.99,914.57,199.99
31.25,118.98,837.32,-1556.04,-790.24
31.5,-408.2,676.94,-310.56,433.5
31.75,-87.29,147.06,1662.79,878.88

x (pixels),L Level,R Level,G Level,B Level
-32.25,0.0,0.0,0.0,0.0
-32.0,0.0,0.0,0.0,0.0
-31.75,0.0,0.0,0.0,0.0
-31.5,0.0,0.0,0.0,0.0
-31.25,0.0,0.0,0.0,0.0
-31.0,0.0,0.0,0.0,0.0
-30.75,0.0,0.0,0.0,0.0
-30.5,0.0,0.0,0.0,0.0
-30.25,0.0,0.0,0.0,0.0
-30.0,0.0,0.0,0.0,0.0
-29.75,0.0,0.0,0.0,0.0
-29.5,0.0,0.0,0.0,0.0
-29.25,0.0,0.0,0.0,0.0
-29.0,0.0,0.0,0.0,0.0
-28.75,0.0,0.0,53401.0,49362.0
-28.5,53987.0,0.0,55749.0,50018.0
-28.25,55179.0,0.0,56539.0,50826.0
-28.0,55945.0,0.0,57228.0,51253.0
-27.75,56525.0,54678.0,53494.0,48729.0
-27.5,52850.0,55990.0,54441.0,46086.0
-27.25,52369.0,56565.0,54556.0,51763.0
-27.0,56460.0,51144.0,57336.0,51583.0
-26.75,56718.0,54954.0,53447.0,48470.0
-26.5,53185.0,56400.0,55253.0,47676.0
-26.25,52296.0,56420.0,55070.0,51325.0
-26.0,56458.0,50101.0,57321.0,51481.0
-25.75,56466.0,53610.0,51105.0,46728.0
-25.5,51595.0,56416.0,54433.0,45088.0
-25.25,49485.0,56288.0,53214.0,51365.0
-25.0,56433.0,45428.0,57481.0,51619.0
-24.75,56656.0,52096.0,49508.0,44891.0
-24.5,49833.0,56490.0,55783.0,48622.0
-24.25,53477.0,56407.0,55244.0,51244.0
-24.0,56357.0,52090.0,57481.0,51467.0
-23.75,56633.0,50446.0,49378.0,42725.0
-23.5,47858.0,56498.0,54582.0,51180.0
-23.25,56203.0,56446.0,57268.0,51265.0
-23.0,56308.0,56898.0,57308.0,51316.0
-22.75,56526.0,48462.0,49694.0,40832.0
-22.5,45960.0,56425.0,52453.0,51472.0
-22.25,56297.0,56447.0,57257.0,51422.0
-22.0,56245.0,56963.0,57255.0,51316.0
-21.75,56585.0,46712.0,51884.0,40331.0
-21.5,45254.0,56522.0,49865.0,51228.0
-21.25,56031.0,56552.0,57247.0,51412.0
-21.0,56220.0,56547.0,57202.0,51303.0
-20.75,56537.0,45883.0,54472.0,41826.0
-20.5,46065.0,56596.0,47554.0,49105.0
-20.25,54731.0,56631.0,57238.0,51441.0
-20.0,56282.0,56644.0,57268.0,51303.0
-19.75,56597.0,45450.0,57047.0,44168.0
-19.5,48339.0,56621.0,44785.0,45835.0
-19.25,51342.0,56631.0,57239.0,51382.0
-19.0,56232.0,56629.0,57241.0,51328.0
-18.75,56633.0,44643.0,57343.0,46725.0
-18.5,50845.0,56540.0,44094.0,43071.0
-18.25,48236.0,56631.0,57353.0,51599.0
-18.0,56395.0,56678.0,57401.0,51328.0
-17.75,56573.0,44383.0,57285.0,49653.0
-17.5,53791.0,56385.0,44588.0,39340.0
-17.25,44083.0,56671.0,55826.0,51601.0
-17.0,56422.0,56777.0,57509.0,51304.0
-16.75,56574.0,43583.0,56795.0,50981.0
-16.5,55984.0,56371.0,47776.0,37264.0
-16.25,40547.0,56579.0,51542.0,51200.0
-16.0,56534.0,56809.0,57575.0,51518.0
-15.75,56586.0,43110.0,54141.0,48811.0
-15.5,53816.0,55939.0,51451.0,39957.0
-15.25,39843.0,56499.0,46138.0,47123.0
-15.0,56016.0,56793.0,57777.0,51530.0
-14.75,56574.0,44211.0,50473.0,45880.0
-14.5,50895.0,52074.0,55049.0,43671.0
-14.25,43348.0,56552.0,40070.0,40806.0
-14.0,48279.0,56612.0,57207.0,51342.0
-13.75,56514.0,45009.0,49459.0,42473.0
-13.5,47618.0,46598.0,54341.0,49121.0
-13.25,49157.0,56512.0,41364.0,34242.0
-13.0,40078.0,56645.0,52039.0,51583.0
-12.75,56528.0,46850.0,49576.0,38576.0
-12.5,43445.0,41181.0,50052.0,50887.0
-12.25,54588.0,56499.0,47435.0,34915.0
-12.0,30890.0,56793.0,39524.0,43927.0
-11.75,54854.0,44359.0,49387.0,38036.0
-11.5,42230.0,37284.0,45178.0,46440.0
-11.25,52257.0,57214.0,55028.0,42591.0
-11.0,37651.0,56711.0,30497.0,31706.0
-10.75,43757.0,39953.0,45793.0,37976.0
-10.5,42250.0,39427.0,39280.0,40710.0
-10.25,45808.0,50205.0,56792.0,50862.0
-10.0,50292.0,56629.0,40082.0,28161.0
-9.75,30357.0,34806.0,36624.0,34711.0
-9.5,44948.0,47802.0,38880.0,34835.0
-9.25,37437.0,33938.0,48917.0,49463.0
-9.0,56437.0,56405.0,54406.0,41731.0
-8.75,37277.0,33456.0,34791.0,30386.0
-8.5,37569.0,53159.0,32795.0,30312.0
-8.25,34142.0,17380.0,39309.0,39970.0
-8.0,47437.0,53439.0,57107.0,52235.0
-7.75,55197.0,38493.0,50311.0,39761.0
-7.5,36541.0,45932.0,31623.0,22650.0
-7.25,26548.0,33680.0,28847.0,28516.0
-7.0,30636.0,27451.0,38277.0,43018.0
-6.75,53703.0,44948.0,57320.0,51363.0
-6.5,51821.0,33147.0,50519.0,38823.0
-6.25,28998.0,54780.0,22078.0,12961.0
-6.0,8593.0,10024.0,9013.0,13399.0
-5.75,32223.0,42702.0,40582.0,44653.0
-5.5,53191.0,29880.0,55982.0,51947.0
-5.25,54220.0,35487.0,53455.0,40605.0
-5.0,21873.0,49884.0,11513.0,3546.0
-4.75,3710.0,30226.0,10010.0,15961.0
-4.5,27099.0,30028.0,30735.0,31908.0
-4.25,48635.0,9969.0,50715.0,49991.0
-4.0,58270.0,39720.0,58127.0,49011.0
-3.75,42668.0,54906.0,32908.0,21661.0
-3.5,11870.0,37297.0,19772.0,19087.0
-3.25,21461.0,18194.0,22081.0,21343.0
-3.0,32396.0,2335.0,33325.0,31896.0
-2.75,41822.0,24732.0,36076.0,30546.0
-2.5,39420.0,51007.0,35448.0,33564.0
-2.25,31539.0,55822.0,34280.0,28364.0
-2.0,17878.0,48223.0,21259.0,19044.0
-1.75,18821.0,8028.0,19072.0,15133.0
-1.5,17825.0,8553.0,16890.0,16017.0
-1.25,22401.0,33547.0,20982.0,21199.0
-1.0,30722.0,53218.0,30848.0,28475.0
-0.75,30528.0,31896.0,26625.0,20539.0
-0.5,21262.0,29109.0,19897.0,17532.0
-0.25,11147.0,8944.0,15298.0,10881.0
0.0,2436.0,2005.0,3236.0,3350.0
0.25,7157.0,3385.0,7930.0,6820.0
0.5,10792.0,5512.0,12981.0,15626.0
0.75,23379.0,13146.0,28077.0,30038.0
1.0,44092.0,29409.0,47651.0,44913.0
1.25,51074.0,27432.0,48278.0,45542.0
1.5,51488.0,48120.0,55405.0,51655.0
1.75,55565.0,57459.0,55511.0,50402.0
2.0,52231.0,58084.0,52984.0,46366.0
2.25,44299.0,45495.0,45700.0,39277.0
2.5,34437.0,37758.0,35321.0,27961.0
2.75,27405.0,41873.0,26505.0,22680.0
3.0,24366.0,8703.0,15620.0,7128.0
3.25,5889.0,27751.0,11230.0,15530.0
3.5,22290.0,32259.0,24883.0,23197.0
3.75,33630.0,10077.0,27952.0,21201.0
4.0,23787.0,14658.0,21812.0,22401.0
4.25,29701.0,52576.0,35013.0,36901.0
4.5,40823.0,26510.0,45143.0,36373.0
4.75,35171.0,13553.0,27322.0,23342.0
5.0,20564.0,55344.0,22883.0,23567.0
5.25,24987.0,33204.0,36177.0,33362.0
5.5,35995.0,5376.0,27734.0,18350.0
5.75,13710.0,48142.0,11755.0,9348.0
6.0,11569.0,25155.0,22998.0,27823.0
6.25,47675.0,21222.0,45665.0,35541.0
6.5,33849.0,39540.0,23417.0,18173.0
6.75,14471.0,42269.0,26899.0,32249.0
7.0,48601.0,9919.0,52004.0,47693.0
7.25,45298.0,33591.0,33567.0,20985.0
7.5,23844.0,50140.0,22651.0,28920.0
7.75,40856.0,21219.0,53912.0,52591.0
8.0,54213.0,46386.0,45486.0,33004.0
8.25,30224.0,32815.0,27231.0,24854.0
8.5,36633.0,51057.0,40705.0,45051.0
8.75,49354.0,25041.0,56661.0,46355.0
9.0,42360.0,56304.0,32223.0,27617.0
9.25,37467.0,37490.0,40487.0,36617.0
9.5,42334.0,42736.0,48153.0,50075.0
9.75,55759.0,42817.0,50888.0,38412.0
10.0,31672.0,56287.0,35052.0,39750.0
10.25,51571.0,42565.0,48959.0,40729.0
10.5,45547.0,37516.0,52400.0,50167.0
10.75,51272.0,55824.0,43430.0,32848.0
11.0,34834.0,56715.0,46655.0,49775.0
11.25,56304.0,45841.0,49162.0,44681.0
11.5,49757.0,38425.0,56083.0,45821.0
11.75,45224.0,56330.0,38204.0,37908.0
12.0,44356.0,56550.0,56088.0,51484.0
12.25,54943.0,44501.0,50936.0,46946.0
12.5,49959.0,39939.0,50241.0,38817.0
12.75,38962.0,56714.0,41583.0,42329.0
